true_label,prediction,sensitive_feature
0,0,2005
0,0,2095
0,0,3832
0,0,1400
0,0,1023
0,0,1011
0,0,4846
0,0,7876
0,0,5923
0,0,2003
0,0,7202
0,0,7274
0,0,7029
0,0,5738
0,0,9834
0,0,2412
0,0,2180
0,0,8361
0,0,1942
0,0,9839
0,0,3865
0,0,8568
0,0,1769
0,0,846
0,0,4900
0,0,3278
0,0,7258
0,0,9393
0,0,2357
0,0,9870
0,0,5479
0,0,510
0,0,1231
0,0,5824
0,0,7246
0,0,343
0,0,4816
0,0,398
0,0,3983
0,0,8068
0,0,2400
0,0,6855
0,0,9166
0,0,4347
0,0,6735
0,0,474
0,0,6985
0,0,2541
0,0,7137
0,0,737
0,0,4331
0,0,6649
0,0,3131
0,0,9323
0,0,2590
0,0,2826
0,0,5334
0,0,7034
0,0,1222
0,0,452
0,0,7220
0,0,795
0,0,7519
0,0,4650
0,0,4088
0,0,6159
0,0,7621
0,0,3436
0,0,344
0,0,4592
0,0,5894
0,0,2016
0,0,5667
0,0,5078
0,0,8830
0,0,1964
0,0,1512
0,0,6278
0,0,7355
0,0,294
0,0,222
0,0,1568
0,0,7331
0,0,6839
0,0,5993
0,0,9211
0,0,5072
0,0,2408
0,0,3869
0,0,1401
0,0,6126
0,0,8349
0,0,1185
0,0,2031
0,0,1045
0,0,3376
0,0,9778
0,0,9645
0,0,1643
0,0,48
0,0,9323
0,0,5571
0,0,7625
0,0,9013
0,0,2980
0,0,3275
0,0,7591
0,0,23
0,0,8162
0,0,4750
0,0,1055
0,0,9758
0,0,1043
0,0,3799
0,0,4488
0,0,7829
0,0,1231
0,0,3893
0,0,1942
0,0,5007
0,0,3075
0,0,7825
0,0,8031
0,0,4570
0,0,6058
0,0,9920
0,0,8418
0,0,5362
0,0,4416
0,0,5409
0,0,9020
0,0,9045
0,0,6706
0,0,5172
0,0,3356
0,0,4009
0,0,4200
0,0,5944
0,0,4795
0,0,8204
0,0,7709
0,0,7106
0,0,9264
0,0,7317
0,0,8527
0,0,9274
0,0,4201
0,0,9280
0,0,5350
0,0,7323
0,0,9036
0,0,1392
0,0,8092
0,0,8480
0,0,4938
0,0,7715
0,0,6681
0,0,4571
0,0,2183
0,0,9297
0,0,8416
0,0,5454
0,0,9175
0,0,5029
0,0,9280
0,0,2038
0,0,3149
0,0,8378
0,0,9675
0,0,8812
0,0,962
0,0,6271
0,0,4888
0,0,9909
0,0,9608
0,0,6037
0,0,6606
0,0,8330
0,0,6230
0,0,1978
0,0,699
0,0,2678
0,0,6281
0,0,9934
0,0,1536
0,0,8027
0,0,5225
0,0,2100
0,0,3180
0,0,5512
0,0,1581
0,0,5868
0,0,8184
0,0,5737
0,0,1191
0,0,4020
0,0,9298
0,0,9991
0,0,8004
0,0,4152
0,0,2717
0,0,900
0,0,7261
0,0,3396
0,0,8237
0,0,8601
0,0,608
0,0,8447
0,0,9231
0,0,1069
0,0,4621
0,0,4727
0,0,9704
0,0,3358
0,0,3694
0,0,3462
0,0,1331
0,0,7319
0,0,4217
0,0,9955
0,0,5119
0,0,485
0,0,4162
0,0,7240
0,0,7706
0,0,9849
0,0,8735
0,0,4539
0,0,5285
0,0,7784
0,0,2410
0,0,2677
0,0,2342
0,0,5399
0,0,70
0,0,2211
0,0,9636
0,0,451
0,0,6465
0,0,2087
0,0,3378
0,0,7454
0,0,8495
0,0,1261
0,0,5129
0,0,8513
0,0,6839
0,0,6804
0,0,6976
0,0,4782
0,0,3323
0,0,3302
0,0,3659
0,0,7569
0,0,1618
0,0,6588
0,0,2098
0,0,9114
0,0,3531
0,0,2104
0,0,266
0,0,2842
0,0,4471
0,0,7462
0,0,9534
0,0,6785
0,0,7158
0,0,7348
0,0,7763
0,0,1174
0,0,4114
0,0,7908
0,0,8914
0,0,3545
0,0,704
0,0,2264
0,0,489
0,0,6667
0,0,4449
0,0,907
0,0,7539
0,0,9943
0,0,1012
0,0,3901
0,0,2552
0,0,6084
0,0,6431
0,0,2843
0,0,9973
0,0,919
0,0,9578
0,0,6015
0,0,9996
0,0,4946
0,0,1607
0,0,2746
0,0,7134
0,0,7528
0,0,7168
0,0,3858
0,0,9968
0,0,6784
0,0,1111
0,0,5602
0,0,2026
0,0,2085
0,0,8029
0,0,9879
0,0,8144
0,0,1808
0,0,7252
0,0,1477
0,0,2585
0,0,582
0,0,6687
0,0,6094
0,0,1235
0,0,3675
0,0,8954
0,0,6361
0,0,7939
0,0,6834
0,0,9795
0,0,4175
0,0,6041
0,0,1710
0,0,8810
0,0,1849
0,0,1046
0,0,5615
0,0,4659
0,0,1689
0,0,5113
0,0,7148
0,0,4305
0,0,6437
0,0,7640
0,0,1715
0,0,3328
0,0,4037
0,0,7937
0,0,893
0,0,5867
0,0,983
0,0,8479
0,0,9502
0,0,4202
0,0,7163
0,0,1217
0,0,8158
0,0,5275
0,0,419
0,0,5430
0,0,7814
0,0,9402
0,0,3763
0,0,1596
0,0,6043
0,0,1540
0,0,6927
0,0,7948
0,0,7664
0,0,6697
0,0,4700
0,0,6613
0,0,9455
0,0,2955
0,0,6824
0,0,4286
0,0,7900
0,0,8029
0,0,9541
0,0,6243
0,0,9665
0,0,2613
0,0,9299
0,0,7837
0,0,7074
0,0,2258
0,0,4500
0,0,5644
0,0,6331
0,0,2576
0,0,3030
0,0,2881
0,0,1891
0,0,6677
0,0,461
0,0,1445
0,0,7201
0,0,9649
0,0,4252
0,0,1453
0,0,2579
0,0,839
0,0,5539
0,0,8613
0,0,52
0,0,7656
0,0,3736
0,0,8784
0,0,9767
0,0,3503
0,0,7145
0,0,7171
0,0,5813
0,0,6988
0,0,8078
0,0,9010
0,0,2089
0,0,2746
0,0,3023
0,0,5160
0,0,2466
0,0,5762
0,0,4749
0,0,8848
0,0,7254
0,0,5238
0,0,802
0,0,4137
0,0,5011
0,0,9205
0,0,2385
0,0,2221
0,0,6921
0,0,2191
0,0,5429
0,0,8881
0,0,7080
0,0,8868
0,0,5002
0,0,6329
0,0,3496
0,0,1609
0,0,3096
0,0,2245
0,0,8311
0,0,1014
0,0,9349
0,0,2456
0,0,6657
0,0,714
0,0,5794
0,0,765
