true_label,prediction,sensitive_feature
0,1,0.5532494705624402
1,1,0.4814811073862554
1,1,0.579009726860572
0,0,0.00814504860672316
1,1,0.05100164730665979
1,1,0.42863081505583966
1,1,0.4163696631597247
1,1,0.8374071738210498
1,1,0.6403371657241439
1,1,0.2706712516605657
1,1,0.46769203475286625
1,1,0.28427483658769004
1,1,0.5164584040095932
1,1,0.7857061125739014
0,1,0.42310048932855604
1,1,0.8067482665774919
1,1,0.08360858331881948
1,1,0.721626118249326
1,1,0.9652409936374706
0,1,0.816700169540843
1,1,0.2633423328385748
1,1,0.012593443474037236
0,1,0.824183049472475
1,1,0.8618978554705364
1,1,0.8293032674244507
1,1,0.5996004816404126
0,1,0.3101714917360314
1,1,0.8177396676028916
1,1,0.8708625166291047
1,1,0.8238323786361174
0,1,0.44747765347197666
1,1,0.4205556458690394
1,1,0.20032805970855183
1,1,0.5291855082546373
1,1,0.964875415066312
0,0,0.06304676010548349
1,1,0.4461267196155323
1,1,0.7146828371820987
1,1,0.10035883402122636
1,1,0.7943039468178325
1,1,0.30454640502129127
1,1,0.576790003729319
1,1,0.6158100252673422
1,1,0.35845490056513574
1,1,0.6534330022155936
1,1,0.46466310654174425
1,1,0.4094677191020254
1,1,0.9844093358561972
1,1,0.5072135540694627
1,1,0.979438706421795
1,1,0.07680450635988612
1,1,0.5822850662364947
1,1,0.7260475639229609
1,1,0.9413709776143993
1,1,0.7893415490482862
1,1,0.43703875019207883
1,1,0.3815013911143408
1,1,0.5673242913618545
1,1,0.5609851133550461
1,1,0.8036154976623869
0,1,0.24977112174528104
1,1,0.10730101275184278
1,1,0.859379060026937
0,0,0.7460679690436689
1,1,0.22950972209952725
1,1,0.301305252560915
0,0,0.09857402027107398
0,1,0.2510001723529567
1,1,0.27083241669396463
1,1,0.856719262248826
0,1,0.5497274396540035
1,1,0.09814051632871157
1,1,0.3531669239396189
1,1,0.8330025985726329
1,1,0.2743529402166345
1,1,0.7177163592275699
0,1,0.8022109359415918
0,1,0.9006265492904205
1,1,0.7820982311941146
0,0,0.47842233376530796
1,1,0.5582514505818494
1,1,0.7015486605315479
1,1,0.7043556693716019
1,1,0.8224589643577201
1,1,0.19042799884321904
1,1,0.42625794990946697
1,1,0.4821490291474657
1,1,0.42335804426173673
1,1,0.5201860584839141
1,1,0.5354903986909159
1,1,0.753144565414709
1,1,0.34223300195473816
0,1,0.4835028848624914
1,1,0.30878513270765584
1,1,0.938992453300892
1,1,0.31519466922282613
1,1,0.04331583780125936
0,1,0.7959610935275339
1,1,0.1731101309088664
1,1,0.4057190645337997
1,1,0.4553035012973605
1,1,0.894596509026844
1,1,0.6347659040982659
1,1,0.45203092970255165
0,1,0.5013606397654772
0,1,0.07879550065395391
1,1,0.4916649537062733
1,1,0.652722983731914
1,1,0.14913205240726346
1,1,0.4481155984237972
0,0,0.643745188798737
