true_label,prediction,sensitive_feature
0,0,6057
0,0,3482
0,0,8053
0,0,961
0,0,6891
0,0,6907
0,0,8104
0,0,2210
0,0,8245
0,0,9579
0,0,5539
0,0,1963
0,0,7218
0,0,5067
0,0,5116
0,0,165
0,0,9758
0,0,3963
0,0,2026
0,0,9244
0,0,9843
0,0,5026
0,0,6605
0,0,7023
0,0,3517
0,0,5438
0,0,6587
0,0,2920
0,0,1499
0,0,5132
0,0,5687
0,0,6950
0,0,3664
0,0,4126
0,0,3473
0,0,7979
0,0,8525
0,0,7208
0,0,9297
0,0,9177
0,0,239
0,0,6481
0,0,7778
0,0,1907
0,0,6090
0,0,1507
0,0,9104
0,0,9649
0,0,6108
0,0,1148
0,0,4520
0,0,533
0,0,8740
0,0,5673
0,0,3136
0,0,6629
0,0,8604
0,0,6113
0,0,847
0,0,5658
0,0,5697
0,0,3955
0,0,9829
0,0,2008
0,0,5014
0,0,2072
0,0,5799
0,0,5279
0,0,3463
0,0,9334
0,0,7807
0,0,1776
0,0,8481
0,0,7908
0,0,9543
0,0,6681
0,0,8867
0,0,460
0,0,2124
0,0,7399
0,0,6813
0,0,4321
0,0,7775
0,0,9241
0,0,5164
0,0,4059
0,0,2990
0,0,6432
0,0,2882
0,0,9066
0,0,9938
0,0,580
0,0,8991
0,0,694
0,0,4226
0,0,1982
0,0,462
0,0,5901
0,0,3842
0,0,6234
0,0,3632
0,0,9448
0,0,834
0,0,4983
0,0,102
0,0,5499
0,0,3503
0,0,4669
0,0,9121
0,0,7578
0,0,7985
0,0,6909
0,0,3401
0,0,3788
0,0,8219
0,0,2605
0,0,9250
0,0,6596
0,0,4909
0,0,2785
0,0,8543
0,0,1922
0,0,4526
0,0,2790
0,0,3286
0,0,9142
0,0,8975
0,0,5675
0,0,8208
0,0,1552
0,0,5858
0,0,9412
0,0,2223
0,0,6826
0,0,2317
0,0,3533
0,0,2424
0,0,7292
0,0,417
0,0,4447
0,0,6908
0,0,2123
0,0,5946
0,0,2344
0,0,4514
0,0,8360
0,0,2185
0,0,878
0,0,1862
0,0,4566
0,0,2758
0,0,7950
0,0,8372
0,0,2165
0,0,3747
0,0,9221
0,0,1877
0,0,877
0,0,7010
0,0,6228
0,0,6990
0,0,8909
0,0,7051
0,0,3471
0,0,412
0,0,4472
0,0,3554
0,0,852
0,0,2499
0,0,3427
0,0,5642
0,0,9799
0,0,1506
0,0,1980
0,0,6232
0,0,302
0,0,9243
0,0,9019
0,0,457
0,0,6346
0,0,9245
0,0,3866
0,0,2081
0,0,8270
0,0,38
0,0,2788
0,0,4210
0,0,5818
0,0,8844
0,0,9759
0,0,2410
0,0,9826
0,0,8040
0,0,3240
0,0,8510
0,0,4917
0,0,8823
0,0,2055
0,0,3310
0,0,1641
0,0,5851
0,0,7060
0,0,638
0,0,178
0,0,1376
0,0,4228
0,0,1846
0,0,8233
0,0,8467
0,0,2762
0,0,1910
0,0,9678
0,0,9594
0,0,853
0,0,1996
0,0,8528
0,0,6705
0,0,7372
0,0,6296
0,0,8724
0,0,9575
0,0,4389
0,0,314
0,0,3301
0,0,1564
0,0,5281
0,0,5267
0,0,4990
0,0,1256
0,0,5455
0,0,5887
0,0,1967
0,0,2597
0,0,7149
0,0,8255
0,0,2185
0,0,4415
0,0,5974
0,0,9755
0,0,245
0,0,6791
0,0,9262
0,0,3575
0,0,2853
0,0,2287
0,0,8756
0,0,2384
0,0,4928
0,0,6550
0,0,4419
0,0,422
0,0,1350
0,0,1659
0,0,4168
0,0,7930
0,0,2643
0,0,5091
0,0,9994
0,0,2529
0,0,4785
0,0,2770
0,0,2381
0,0,9553
0,0,1882
0,0,3559
0,0,1273
0,0,3114
0,0,1990
0,0,8782
0,0,8774
0,0,3841
0,0,6192
0,0,8084
0,0,4541
0,0,4361
0,0,3217
0,0,5491
0,0,8645
0,0,6079
0,0,455
0,0,404
0,0,5186
0,0,5759
0,0,5654
0,0,2813
0,0,4615
0,0,8115
0,0,8531
0,0,4031
0,0,9609
0,0,1924
0,0,4149
0,0,8989
0,0,7387
0,0,2277
0,0,4585
0,0,8268
0,0,6036
0,0,9148
0,0,9580
0,0,9115
0,0,7559
0,0,4157
0,0,397
0,0,6839
0,0,1287
0,0,2480
0,0,3991
0,0,7237
0,0,5807
0,0,6289
0,0,4592
0,0,4201
0,0,1616
0,0,4259
0,0,9035
0,0,2446
0,0,1083
0,0,5465
0,0,6337
0,0,644
0,0,4558
0,0,278
0,0,6865
0,0,5543
0,0,6125
0,0,1146
0,0,3220
0,0,8510
0,0,1601
0,0,7372
0,0,1807
0,0,855
0,0,9535
0,0,4403
0,0,6105
0,0,8353
0,0,4857
0,0,2477
0,0,9523
0,0,319
0,0,7990
0,0,8318
0,0,8955
0,0,1511
0,0,8074
0,0,9507
0,0,6340
0,0,5556
0,0,434
0,0,8586
0,0,197
0,0,7100
0,0,4580
0,0,340
0,0,2015
0,0,3902
0,0,8319
0,0,299
0,0,8217
0,0,7602
0,0,6319
0,0,3773
0,0,8946
0,0,8293
0,0,1009
0,0,6040
0,0,7781
0,0,2448
0,0,3745
0,0,892
0,0,3648
0,0,2243
0,0,6767
0,0,3576
0,0,9182
0,0,7696
0,0,7232
0,0,5235
0,0,9348
0,0,7712
0,0,808
0,0,5962
0,0,3329
0,0,8220
0,0,2432
0,0,647
0,0,4332
0,0,2494
0,0,3772
0,0,553
0,0,7323
0,0,7696
0,0,1069
0,0,9266
0,0,7681
0,0,1360
0,0,6585
0,0,3380
0,0,2013
0,0,705
0,0,5714
0,0,3135
0,0,9759
0,0,8332
0,0,7171
0,0,5855
0,0,7431
0,0,8231
0,0,1235
0,0,9426
0,0,336
0,0,8555
0,0,9807
0,0,270
0,0,1519
0,0,4174
0,0,7882
0,0,8683
0,0,2210
0,0,1450
0,0,5262
0,0,2028
0,0,9588
0,0,4458
0,0,5790
0,0,6276
0,0,9791
0,0,6952
0,0,2862
0,0,1033
0,0,7490
0,0,4004
0,0,1551
0,0,561
0,0,2654
0,0,1660
0,0,9484
0,0,1095
0,0,2443
0,0,5477
0,0,5953
0,0,50
0,0,464
0,0,4541
0,0,4367
0,0,2675
0,0,7545
0,0,270
0,0,8440
0,0,2562
0,0,6898
0,0,3558
0,0,2246
0,0,855
0,0,2884
0,0,8211
0,0,2607
0,0,1537
0,0,2929
0,0,3744
0,0,8936
0,0,413
0,0,7129
0,0,1995
0,0,4136
0,0,1437
0,0,3137
0,0,2081
0,0,8447
0,0,5133
0,0,2654
0,0,8020
0,0,2384
0,0,3266
0,0,4380
0,0,2737
0,0,2463
0,0,6747
0,0,3517
0,0,8538
0,0,6496
0,0,2056
0,0,9284
0,0,2865
0,0,3566
0,0,978
0,0,5914
0,0,656
0,0,1930
0,0,1518
0,0,3018
0,0,7109
0,0,8187
0,0,6637
0,0,238
0,0,8831
0,0,6991
0,0,5312
0,0,6075
0,0,1070
0,0,2821
0,0,8484
0,0,1214
0,0,5452
0,0,4053
0,0,1778
0,0,2173
0,0,3002
0,0,9941
0,0,5348
0,0,2068
0,0,9103
0,0,7272
0,0,7371
0,0,3703
0,0,8388
0,0,8533
0,0,558
0,0,1537
0,0,534
0,0,9236
0,0,5788
0,0,8502
0,0,960
0,0,3196
0,0,3149
0,0,6961
0,0,9016
0,0,8592
0,0,9959
0,0,6047
0,0,9694
0,0,4222
0,0,9278
0,0,7410
0,0,6650
0,0,7189
0,0,8824
0,0,3876
0,0,7449
0,0,496
0,0,6373
0,0,6948
0,0,9189
0,0,3504
0,0,4759
0,0,7703
0,0,8175
0,0,6263
0,0,4110
0,0,9282
0,0,1074
0,0,8896
0,0,7789
0,0,540
0,0,2264
0,0,6243
0,0,8773
0,0,7752
0,0,6336
0,0,8117
0,0,2652
0,0,2435
0,0,6805
0,0,2778
0,0,1377
0,0,6470
0,0,7634
0,0,7842
0,0,4592
0,0,3828
0,0,3159
0,0,1015
0,0,7404
0,0,6904
0,0,2798
0,0,9548
0,0,2224
0,0,9227
0,0,7867
0,0,7113
0,0,3104
0,0,568
0,0,1939
0,0,7520
0,0,1291
0,0,2035
0,0,2432
0,0,1927
0,0,3570
0,0,5474
0,0,5498
0,0,1059
0,0,7199
0,0,8031
0,0,6096
0,0,3989
0,0,8492
0,0,7095
0,0,4026
0,0,1413
0,0,5153
0,0,3938
0,0,1062
0,0,8412
0,0,9177
0,0,8331
0,0,416
0,0,5665
0,0,9657
0,0,4524
0,0,4751
0,0,9006
0,0,9771
0,0,338
0,0,6181
0,0,8275
0,0,5111
0,0,5752
0,0,9565
0,0,3473
0,0,7936
0,0,9836
0,0,6472
0,0,3323
0,0,1364
0,0,6318
0,0,8922
0,0,8774
0,0,8722
0,0,1302
0,0,62
0,0,335
0,0,4998
0,0,5848
0,0,6638
0,0,8405
0,0,4019
0,0,6309
0,0,8277
0,0,1787
0,0,1840
0,0,9513
0,0,6277
0,0,3235
0,0,776
0,0,6767
0,0,9841
0,0,592
0,0,2236
0,0,9489
0,0,309
0,0,7474
0,0,3881
0,0,3302
0,0,3733
0,0,8276
0,0,6728
0,0,5986
0,0,9076
0,0,1768
0,0,4406
0,0,2704
0,0,3253
0,0,8393
0,0,3981
0,0,7620
0,0,6093
0,0,9567
0,0,5285
0,0,6780
0,0,5436
0,0,4915
0,0,4873
0,0,9096
0,0,2343
0,0,2749
0,0,6420
0,0,4334
0,0,1474
0,0,2179
0,0,9847
0,0,886
0,0,6548
0,0,4414
0,0,8962
0,0,6611
0,0,5946
0,0,5626
0,0,5966
0,0,2375
0,0,2118
0,0,3113
0,0,6404
0,0,8668
0,0,3934
0,0,4736
0,0,1178
0,0,4521
0,0,6050
0,0,774
0,0,4947
0,0,7690
0,0,938
0,0,4694
0,0,7167
0,0,8515
0,0,1069
0,0,8629
0,0,9012
0,0,8555
0,0,1093
0,0,3941
0,0,6479
0,0,4936
0,0,2786
0,0,8529
0,0,2392
0,0,7133
0,0,8985
0,0,4919
0,0,8187
0,0,2274
0,0,1091
0,0,502
0,0,9834
0,0,4790
0,0,3850
0,0,8960
0,0,1373
0,0,9409
0,0,8201
0,0,9659
0,0,9379
0,0,4838
0,0,513
0,0,4431
0,0,2520
0,0,6215
0,0,2803
0,0,5217
0,0,9504
0,0,9198
0,0,7564
0,0,9489
0,0,4532
0,0,4594
0,0,1811
0,0,1544
0,0,9800
0,0,7140
0,0,3790
0,0,8023
0,0,3680
0,0,1773
0,0,139
0,0,4987
0,0,1870
0,0,5828
0,0,20
0,0,651
0,0,7900
0,0,2344
0,0,5605
0,0,4477
0,0,3997
0,0,668
0,0,5789
0,0,2861
0,0,9488
0,0,4843
0,0,3146
0,0,5180
0,0,4820
0,0,7298
0,0,4001
0,0,4695
0,0,1623
0,0,8654
0,0,9664
0,0,1420
0,0,3586
0,0,5567
0,0,5284
0,0,3302
0,0,6008
0,0,2431
0,0,3165
0,0,1009
0,0,2144
0,0,5802
0,0,3799
0,0,1993
0,0,7040
0,0,8467
0,0,6358
0,0,8764
0,0,1057
0,0,3056
0,0,2556
0,0,3059
0,0,7272
0,0,5171
0,0,8908
0,0,6070
0,0,568
0,0,2515
0,0,9215
0,0,7610
0,0,7264
0,0,8649
0,0,5880
0,0,9812
0,0,9887
0,0,107
0,0,4095
0,0,5188
0,0,2774
0,0,3148
0,0,2019
0,0,9787
0,0,2714
0,0,1772
0,0,6857
0,0,3346
0,0,9544
0,0,9709
0,0,8404
0,0,51
0,0,3252
0,0,4098
0,0,6116
0,0,6340
0,0,5018
0,0,7735
0,0,8056
0,0,7595
0,0,7853
0,0,7231
0,0,8042
0,0,7142
0,0,6684
0,0,7806
0,0,3805
0,0,9460
0,0,1100
0,0,5254
0,0,1732
0,0,9255
0,0,1819
0,0,655
0,0,7182
0,0,2915
0,0,7730
0,0,37
0,0,5984
0,0,3226
0,0,660
0,0,1460
0,0,5490
0,0,5539
0,0,9630
0,0,4554
0,0,9304
0,0,2190
0,0,8343
0,0,8479
0,0,5343
0,0,9959
0,0,9587
0,0,2342
0,0,7722
0,0,3614
0,0,9328
0,0,448
0,0,4301
0,0,3170
0,0,5316
0,0,5845
0,0,5806
0,0,2159
0,0,5274
0,0,3217
0,0,5082
0,0,8255
0,0,1081
0,0,1620
0,0,7694
0,0,7394
0,0,4499
0,0,9778
0,0,8071
0,0,558
0,0,3197
0,0,1055
0,0,1758
0,0,5397
0,0,1839
0,0,5599
0,0,8770
0,0,71
0,0,3540
0,0,1222
0,0,7963
0,0,9444
0,0,8112
0,0,4820
0,0,7727
0,0,5139
0,0,7773
0,0,8323
0,0,4294
0,0,6787
0,0,971
0,0,4022
0,0,2774
0,0,6328
0,0,1214
0,0,8560
0,0,1514
0,0,8693
0,0,1969
0,0,1491
0,0,8546
0,0,6124
0,0,8489
0,0,9116
0,0,1855
0,0,9316
0,0,2790
0,0,3893
0,0,3048
0,0,8404
0,0,707
0,0,4080
0,0,2812
0,0,3167
0,0,8750
0,0,7412
0,0,6570
0,0,5214
0,0,2278
0,0,8436
0,0,2275
0,0,415
0,0,6052
0,0,201
0,0,5504
0,0,229
0,0,8377
0,0,8830
0,0,4711
0,0,4651
0,0,6789
0,0,1445
0,0,2473
0,0,4057
0,0,7716
0,0,8730
0,0,3600
0,0,6323
0,0,6671
0,0,7817
0,0,253
0,0,7936
0,0,4146
0,0,3875
0,0,4599
0,0,3000
0,0,4680
0,0,4787
0,0,9908
0,0,7837
0,0,910
0,0,1584
0,0,8882
0,0,6766
0,0,1062
0,0,4639
0,0,7720
0,0,8445
0,0,1956
0,0,7127
0,0,3231
0,0,9261
0,0,9220
0,0,3715
0,0,680
0,0,9560
0,0,7856
0,0,8760
0,0,4254
0,0,955
0,0,6636
0,0,1750
0,0,5989
0,0,8224
0,0,4750
0,0,9777
