true_label,prediction,sensitive_feature
0,0,9703
0,0,8540
0,0,7225
0,0,6255
0,0,2001
0,0,7922
0,0,5067
0,0,3764
0,0,6574
0,0,3429
0,0,9803
0,0,6222
0,0,7997
0,0,5964
0,0,1327
0,0,8956
0,0,1643
0,0,7849
0,0,9738
0,0,225
0,0,9541
0,0,1009
0,0,8316
0,0,3157
0,0,7272
0,0,4488
0,0,8639
0,0,4947
0,0,4055
0,0,5362
0,0,7322
0,0,6469
0,0,8040
0,0,9645
0,0,7629
0,0,441
0,0,8813
0,0,1610
0,0,5041
0,0,8335
0,0,2611
0,0,3117
0,0,911
0,0,8796
0,0,1864
0,0,6297
0,0,9554
0,0,328
0,0,7317
0,0,4294
0,0,8280
0,0,8646
0,0,1947
0,0,4024
0,0,7780
0,0,7016
0,0,652
0,0,3900
0,0,3073
0,0,3645
0,0,4202
0,0,999
0,0,5343
0,0,2759
0,0,7320
0,0,5641
0,0,9191
0,0,8188
0,0,8809
0,0,4103
0,0,2196
0,0,5162
0,0,9762
0,0,6036
0,0,745
0,0,8580
0,0,3409
0,0,927
0,0,7717
0,0,1301
0,0,3199
0,0,9817
0,0,5540
0,0,4305
0,0,2555
0,0,9840
0,0,1991
0,0,1303
0,0,2809
0,0,601
0,0,4088
0,0,5147
0,0,1975
0,0,6784
0,0,6235
0,0,2618
0,0,7175
0,0,8865
0,0,6620
0,0,8679
0,0,4120
0,0,9826
0,0,8218
0,0,85
0,0,4778
0,0,8275
0,0,4792
0,0,2278
0,0,4845
0,0,3891
0,0,7951
0,0,7445
0,0,1672
0,0,2006
0,0,948
0,0,4841
0,0,8018
0,0,2646
0,0,3940
0,0,4822
0,0,6313
0,0,8210
0,0,5494
0,0,1247
0,0,4077
0,0,7328
0,0,3327
0,0,4463
0,0,244
0,0,8837
0,0,9047
0,0,8545
0,0,9210
0,0,3365
0,0,4339
0,0,2112
0,0,695
0,0,3697
0,0,131
0,0,1848
0,0,8692
0,0,5373
0,0,3513
0,0,2564
0,0,1290
0,0,7624
0,0,9611
0,0,3120
0,0,803
0,0,9138
0,0,6812
0,0,8715
0,0,733
0,0,4875
0,0,6260
0,0,1747
0,0,7237
0,0,4068
0,0,4826
0,0,6585
0,0,1236
0,0,1873
0,0,1751
0,0,192
0,0,7682
0,0,7113
0,0,1178
0,0,5574
0,0,6987
0,0,8164
0,0,8543
0,0,4304
0,0,7396
0,0,7227
0,0,3660
0,0,9144
0,0,6366
0,0,1046
0,0,9301
0,0,4792
0,0,6612
0,0,9779
0,0,9128
0,0,9082
0,0,7003
0,0,701
0,0,9527
0,0,9378
0,0,7384
0,0,1883
0,0,9678
0,0,1088
0,0,129
0,0,2021
0,0,9689
0,0,7789
0,0,2783
0,0,7034
0,0,1976
0,0,9552
0,0,2045
0,0,5923
0,0,9655
0,0,2601
0,0,8761
0,0,1619
0,0,3200
0,0,9962
0,0,9649
0,0,6788
0,0,1769
0,0,9970
0,0,752
0,0,2487
0,0,1654
0,0,5628
0,0,2192
0,0,522
0,0,7878
0,0,618
0,0,778
0,0,6596
0,0,1546
0,0,90
0,0,6094
0,0,8677
0,0,6093
0,0,4303
0,0,6920
0,0,1705
0,0,1678
0,0,3396
0,0,9371
0,0,5576
0,0,93
0,0,47
0,0,4559
0,0,8931
0,0,2618
0,0,9375
0,0,6123
0,0,5841
0,0,4586
0,0,420
0,0,9771
0,0,736
0,0,4268
0,0,5532
0,0,1659
0,0,8364
0,0,5967
0,0,7821
0,0,1995
0,0,5911
0,0,8572
0,0,6604
0,0,6432
0,0,9293
0,0,5159
0,0,804
0,0,4832
0,0,6715
0,0,3546
0,0,2944
0,0,6910
0,0,5291
0,0,6516
0,0,4616
0,0,6140
0,0,2593
0,0,6871
0,0,996
0,0,8791
0,0,7657
0,0,5311
0,0,5348
0,0,7940
0,0,4351
0,0,4507
0,0,4518
0,0,499
0,0,7594
0,0,6786
0,0,1562
0,0,9015
0,0,3450
0,0,7070
0,0,1358
0,0,1023
0,0,7754
0,0,1550
0,0,7405
0,0,8536
0,0,938
0,0,4732
0,0,8167
0,0,8183
0,0,401
0,0,7718
0,0,4051
0,0,4477
0,0,7690
0,0,1154
0,0,6883
0,0,5105
0,0,3427
0,0,4673
0,0,7529
0,0,7291
0,0,3074
0,0,2512
0,0,3378
0,0,7247
0,0,4491
0,0,3961
0,0,2625
0,0,9657
0,0,4185
0,0,7680
0,0,174
0,0,6068
0,0,3887
0,0,9268
0,0,6002
0,0,5980
0,0,830
0,0,4064
0,0,6515
0,0,7938
0,0,9114
0,0,2514
0,0,9118
0,0,4386
0,0,8082
0,0,6536
0,0,8729
0,0,3589
0,0,2658
0,0,4407
0,0,1258
0,0,9805
0,0,5501
0,0,5297
0,0,6713
0,0,4754
0,0,7895
0,0,7620
0,0,3546
0,0,431
0,0,4868
0,0,3158
0,0,8474
0,0,2888
0,0,3646
0,0,8370
0,0,5233
0,0,6996
0,0,3079
0,0,2859
0,0,2264
0,0,9255
0,0,1438
0,0,8380
0,0,3461
0,0,181
0,0,1895
0,0,7087
0,0,6538
0,0,3717
0,0,2036
0,0,8288
0,0,9806
0,0,5856
0,0,2566
0,0,5427
0,0,7743
0,0,4400
0,0,2181
0,0,7144
0,0,2363
0,0,2276
0,0,2951
0,0,6647
0,0,4969
0,0,3482
0,0,8524
0,0,3382
0,0,7565
0,0,4962
0,0,7854
0,0,7107
0,0,4721
0,0,9607
0,0,2236
0,0,4142
0,0,6485
0,0,8231
0,0,8679
0,0,4961
0,0,8523
0,0,6033
0,0,2025
0,0,4611
0,0,6328
