true_label,prediction,sensitive_feature
0,0,2548
0,0,7486
0,0,7095
0,0,6440
0,0,1816
0,0,878
0,0,2042
0,0,3281
0,0,9578
0,0,1321
0,0,3686
0,0,505
0,0,9629
0,0,6564
0,0,5700
0,0,6745
0,0,3309
0,0,3078
0,0,337
0,0,8692
0,0,5980
0,0,2361
0,0,1096
0,0,4493
0,0,2240
0,0,1899
0,0,8217
0,0,1279
0,0,115
0,0,9318
0,0,7389
0,0,3160
0,0,2231
0,0,8787
0,0,4263
0,0,6427
0,0,2945
0,0,4992
0,0,7233
0,0,4205
0,0,3075
0,0,4558
0,0,6094
0,0,6249
0,0,2441
0,0,3551
0,0,4038
0,0,4888
0,0,4268
0,0,7216
0,0,284
0,0,5953
0,0,7997
0,0,6896
0,0,1557
0,0,4494
0,0,3658
0,0,4832
0,0,316
0,0,93
0,0,3429
0,0,3001
0,0,5531
0,0,2359
0,0,8434
0,0,6327
0,0,5162
0,0,8952
0,0,1173
0,0,9721
0,0,4276
0,0,4885
0,0,9004
0,0,5194
0,0,6585
0,0,3775
0,0,9587
0,0,9361
0,0,7626
0,0,2889
0,0,2757
0,0,3202
0,0,9658
0,0,6360
0,0,8528
0,0,9875
0,0,3759
0,0,5173
0,0,9022
0,0,4882
0,0,3195
0,0,8871
0,0,9957
0,0,8743
0,0,9139
0,0,3655
0,0,4852
0,0,8188
0,0,8433
0,0,9602
0,0,3098
0,0,7444
0,0,4239
0,0,4397
0,0,944
0,0,143
0,0,9148
0,0,962
0,0,9955
0,0,955
0,0,3289
0,0,1258
0,0,9028
0,0,4130
0,0,7569
0,0,5316
0,0,6758
0,0,4294
0,0,1212
0,0,9137
0,0,7419
0,0,7843
0,0,3681
0,0,6509
0,0,5422
0,0,1450
0,0,2301
0,0,9184
0,0,4585
0,0,8312
0,0,1061
0,0,7542
0,0,996
0,0,797
0,0,2153
0,0,8899
0,0,6967
0,0,3314
0,0,2748
0,0,4631
0,0,2105
0,0,2338
0,0,6021
0,0,7269
0,0,3636
0,0,4417
0,0,226
0,0,6509
0,0,7456
0,0,4992
0,0,2687
0,0,6309
0,0,9269
0,0,408
0,0,7581
0,0,8673
0,0,9870
0,0,9119
0,0,9971
0,0,9724
0,0,1739
0,0,6420
0,0,5340
0,0,7529
0,0,6208
0,0,4260
0,0,9737
0,0,5543
0,0,4931
0,0,5104
0,0,2549
0,0,4273
0,0,8486
0,0,3908
0,0,9878
0,0,8230
0,0,1182
0,0,4886
0,0,6909
0,0,5782
0,0,9329
0,0,9472
0,0,1197
0,0,5702
0,0,3515
0,0,1508
0,0,3444
0,0,8873
0,0,253
0,0,8257
0,0,6066
0,0,8358
0,0,5629
0,0,3818
0,0,9054
0,0,8471
0,0,390
0,0,6991
0,0,4130
0,0,9150
0,0,5186
0,0,4729
0,0,4181
0,0,3095
0,0,718
0,0,3133
0,0,3379
0,0,6336
0,0,2884
0,0,7813
0,0,7878
0,0,6732
0,0,8652
0,0,7059
0,0,5173
0,0,6720
0,0,9099
0,0,7816
0,0,9736
0,0,2521
0,0,4822
0,0,5315
0,0,3506
0,0,9514
0,0,8400
0,0,2442
0,0,2658
0,0,3297
0,0,4877
0,0,8464
0,0,4879
0,0,6340
0,0,6930
0,0,5296
0,0,489
0,0,8800
0,0,4262
0,0,6694
0,0,2092
0,0,6294
0,0,6954
0,0,7237
0,0,6953
0,0,2033
0,0,7371
0,0,9446
0,0,4376
0,0,2163
0,0,635
0,0,9887
0,0,9709
0,0,443
0,0,206
0,0,6237
0,0,921
0,0,4296
0,0,625
0,0,2070
0,0,7136
0,0,1323
0,0,7101
0,0,1735
0,0,6276
0,0,6630
0,0,7524
0,0,2221
0,0,7331
0,0,1867
0,0,3731
0,0,8555
0,0,1676
0,0,3621
0,0,4426
0,0,1948
0,0,8427
0,0,3536
0,0,5145
0,0,9163
0,0,965
0,0,718
0,0,4641
0,0,9423
0,0,1836
0,0,2504
0,0,8783
0,0,5589
0,0,4415
0,0,9055
0,0,4569
0,0,1288
0,0,4945
0,0,6954
0,0,2343
0,0,1162
0,0,5888
0,0,8182
0,0,2537
0,0,3485
0,0,9965
0,0,8587
0,0,2009
0,0,7893
0,0,2100
0,0,5681
0,0,3473
0,0,1858
0,0,7234
0,0,1854
0,0,5661
0,0,8328
0,0,7070
0,0,9008
0,0,2727
0,0,6399
0,0,8
0,0,7842
0,0,5254
0,0,9550
0,0,835
0,0,6614
0,0,3137
0,0,4448
0,0,2769
0,0,2197
0,0,9518
0,0,7893
0,0,1524
0,0,2866
0,0,8480
0,0,4322
0,0,4375
0,0,5933
0,0,2497
0,0,645
0,0,2316
0,0,19
0,0,2722
0,0,9691
0,0,1615
0,0,4580
0,0,674
0,0,4900
0,0,4952
0,0,9130
0,0,6557
0,0,5232
0,0,1432
0,0,1692
0,0,6460
0,0,4569
0,0,5751
0,0,7082
0,0,8301
0,0,7072
0,0,3287
0,0,4406
0,0,976
0,0,5087
0,0,2434
0,0,2802
0,0,4963
0,0,4159
0,0,3732
0,0,7778
0,0,654
0,0,6407
