true_label,prediction,sensitive_feature
1,1,0.5822083609197412
1,1,0.6769533918356805
0,1,0.25252554660715665
0,0,0.20439517751985137
0,0,0.5347299043532183
1,1,0.12339133432982896
1,1,0.869284962628759
1,1,0.39840344125007554
1,1,0.8277024526487305
1,1,0.5627263096242132
1,1,0.5280675131994222
0,1,0.004709523794575565
1,1,0.6439704242360073
1,1,0.763994439363309
1,1,0.9251362420044075
1,1,0.8683697542974379
1,1,0.2103396069239727
0,0,0.26491937835134083
1,1,0.7507472110551888
1,1,0.9940067427905505
1,1,0.3066573346535294
1,1,0.21400293949060067
0,1,0.35883061488291357
1,1,0.7551937286268352
1,1,0.025228768487433273
1,1,0.024404653418431455
1,1,0.8873955442117969
1,1,0.5483980843043134
1,1,0.0017857169519773786
1,1,0.9438484224310931
1,1,0.5906693275128693
0,0,0.4147279375793831
0,0,0.5387590819010577
1,1,0.275534119141182
1,1,0.5488361458626609
1,1,0.9309839663429937
1,1,0.4945656299890515
1,1,0.08337333541437386
1,1,0.5449028818242105
1,1,0.12841827888876756
1,1,0.5296816841459464
1,1,0.2023043372205221
1,1,0.668218795496255
1,1,0.10398297107405274
1,1,0.09723452692274137
1,1,0.3451197230238715
1,1,0.5356763582463558
0,0,0.1256897391101126
1,1,0.7646384706428957
1,1,0.13888936205134872
1,1,0.6130472020531119
1,1,0.15571363469772914
1,1,0.8254916489675806
1,1,0.9764938756413595
1,1,0.6548288397133657
0,0,0.606272936071326
1,1,0.4122237271371344
1,1,0.5803358422818324
1,1,0.2494496372620859
1,1,0.5156014174215154
1,1,0.37399440873300704
1,1,0.9374354700053162
1,1,0.9236521169183375
0,1,0.9887477633336137
1,1,0.16253808574514284
1,1,0.9344071739259666
1,1,0.5627838776501081
1,1,0.7532697994768337
1,1,0.7487212094370705
1,1,0.1834239366866306
1,1,0.5178205737663676
1,1,0.9872440223997068
0,1,0.41246857411452875
1,1,0.3365268244054608
1,1,0.6300471656701784
1,1,0.5249493399854799
1,1,0.31802970315108325
1,1,0.8106162387419182
0,1,0.7130702769732339
0,1,0.7924179657319752
1,1,0.4892623934101361
1,1,0.1426391783138674
1,1,0.9661701825504502
1,1,0.04522601545940286
1,1,0.36557775950245675
1,1,0.23692707192629736
1,1,0.39087624411846145
1,1,0.9267284928263921
1,1,0.9819619429736389
1,1,0.05936102021085665
1,1,0.27845002282833575
1,1,0.12712842338917651
0,1,0.6645265097310139
0,1,0.26343803040060143
1,1,0.13931192805308268
1,1,0.5354954611688819
0,0,0.9316315202271923
1,1,0.7751147405722021
1,1,0.33827643180326783
1,1,0.5386121582269119
1,1,0.41228349753903715
1,1,0.560470778651504
1,1,0.4287303913178404
1,1,0.04020484837939453
1,1,0.2634199743301344
0,1,0.7775809160744563
0,1,0.9093320488185831
1,1,0.14599516441134208
1,1,0.49424836325246213
0,1,0.9022339802256722
1,1,0.358529195071561
1,1,0.3427648100591575
1,1,0.6863310827382748
1,1,0.5123094682309929
1,1,0.27272539824273845
1,1,0.16961890975595106
1,1,0.3817058219007884
1,1,0.16201495955069523
1,1,0.0910743212479952
1,1,0.5556830294727542
1,1,0.9021704671019095
1,1,0.35313223113912595
1,1,0.8421430529016695
1,1,0.04371120905969561
1,1,0.8454233693313568
1,1,0.009273433673591347
0,1,0.38195315255276396
1,1,0.2200600545323338
1,1,0.1472864979924169
1,1,0.55047201985584
1,1,0.17506193073594
0,1,0.2920166334803106
0,1,0.8467302940369911
1,1,0.3264593354075299
1,1,0.3002449243584966
1,1,0.4736438524948404
1,1,0.6578163971224157
0,1,0.8030031217863427
0,1,0.4273233033899011
1,1,0.8251604238473019
1,1,0.6530961801260574
1,1,0.9624075512755058
0,1,0.2513144904292456
1,1,0.048769917891302916
1,1,0.8069408218229364
1,1,0.2281443358033387
1,1,0.6469968893407024
1,1,0.8249354833336197
1,1,0.5515871400351344
0,1,0.20921268519946146
1,1,0.26916834006020807
1,1,0.2205116174484717
1,1,0.8939155037086246
0,0,0.4116487717260606
0,1,0.762629528282011
1,1,0.7050143798798211
1,1,0.8085340692746084
1,1,0.38904430536172174
0,0,0.3842359652302525
1,1,0.7163690669973428
1,1,0.12194017705421845
1,1,0.6871728585215267
0,1,0.7829983608326708
1,1,0.6132273583206597
1,1,0.646582275520796
1,1,0.47053661229758126
1,1,0.6795365774627737
0,0,0.05335566242290346
0,0,0.5570572775308151
1,1,0.2459087579499174
0,0,0.10821100814404594
1,1,0.1521691915542278
1,1,0.887913185909759
0,1,0.8223214147717977
1,1,0.7051842350907275
0,0,0.26077764271857984
1,1,0.32989199196380936
1,1,0.17258481923992963
1,1,0.13415281588727113
1,1,0.03358423226061624
1,1,0.02420880107747403
1,1,0.15900695669692733
1,1,0.3134577750731138
1,1,0.3144206107107482
0,1,0.10261195094828779
1,1,0.9968553643023538
1,1,0.40934988037917563
1,1,0.11126639948429573
0,0,0.3301630576033018
1,1,0.5988942052387364
0,0,0.37925725639759367
1,1,0.37706067461937587
1,1,0.7203601085706073
0,1,0.5364006734109362
1,1,0.4696316410623521
1,1,0.3556031897587486
1,1,0.3225125457939445
1,1,0.24364127171494177
1,1,0.32472396435972783
1,1,0.7789954114872895
1,1,0.8637883249819289
1,1,0.7690889658753495
1,1,0.36518010891844777
1,1,0.15924114532300448
1,1,0.018993500281742737
0,0,0.13016396456797952
1,1,0.2916456260400774
1,1,0.050796541460506384
1,1,0.7686123434742799
1,1,0.45641387729894356
1,1,0.9930939383939656
1,1,0.3982130492436231
1,1,0.8931346672942974
1,1,0.8281833967412795
0,1,0.2417904210640287
1,1,0.36021531765175474
1,1,0.41315204642540626
0,1,0.530427497297365
0,1,0.7568585615551748
1,1,0.5540488322003945
1,1,0.030844384921592805
1,1,0.16184424681165654
1,1,0.5179838540051118
1,1,0.2878441352690303
1,1,0.707231327425462
1,1,0.2374135656037233
1,1,0.6728067254570758
1,1,0.5235199152662496
1,1,0.5479997572853605
1,1,0.0016707446862640474
0,0,0.3340446537250724
1,1,0.48064606147140865
1,1,0.15116314073408532
1,1,0.5591934106831018
0,0,0.4000421621343918
1,1,0.4788257865286718
1,1,0.7454691565633453
0,1,0.2337539764752592
1,1,0.8412495910701256
1,1,0.7933467664950206
1,1,0.6740455966281215
0,1,0.1039838775947487
1,1,0.9119314302080578
0,0,0.06689625228164175
1,1,0.7978444555701617
1,1,0.15495877589591645
1,1,0.5168342329570897
1,1,0.11618265805803141
1,1,0.39462569992405316
1,1,0.9482470445247833
1,1,0.8890394505884757
1,1,0.40046720713686046
1,1,0.6899131979144323
1,1,0.2677935125987827
1,1,0.5670187711339566
1,1,0.34806885945234467
1,1,0.2717502853144076
1,1,0.3914813160115703
0,1,0.2454805602102873
1,1,0.5373227167673141
1,1,0.9555920415047295
1,1,0.9932745915595077
1,1,0.09201286593223579
1,1,0.9502493086117259
0,0,0.17272847288223592
0,1,0.013848071629837477
0,0,0.0798014967995484
0,1,0.0660040327960506
1,1,0.8679042881272282
1,1,0.6907824661752764
0,1,0.3271359231137446
1,1,0.163201054714878
1,1,0.8952104648641964
1,1,0.8525681244634653
0,1,0.10919073317015504
1,1,0.07183597720156587
0,0,0.04510265519782686
1,1,0.08859569167982617
0,0,0.28838332114031173
1,1,0.4269299976820776
0,1,0.649686502067058
1,1,0.14999288247375686
1,1,0.9707644003526295
1,1,0.4316731343587077
1,1,0.5678685898882181
1,1,0.9385764285012242
1,1,0.7725676927579954
0,0,0.510122270333599
1,1,0.8176105743708638
1,1,0.646503223823505
0,1,0.759972244871098
1,1,0.6260320768163293
1,1,0.16263404771379641
1,1,0.7480967579553568
1,1,0.3734667497153442
1,1,0.3748126978425518
0,0,0.7809299910542397
0,0,0.1277682563570277
1,1,0.4435810178170734
1,1,0.38686022278476595
1,1,0.4615825383698682
1,1,0.23930869399048393
1,1,0.6952234983039572
1,1,0.9029445302537736
1,1,0.03668956127451706
1,1,0.26377628464197134
1,1,0.5076966640755928
1,1,0.21267934577767567
1,1,0.0732223439893811
1,1,0.1524756669787264
0,1,0.43681135799341786
1,1,0.5889188249303887
1,1,0.18841060732514403
1,1,0.3133250433516449
1,1,0.39298137758531615
1,1,0.3948019116872862
0,0,0.15005000671264868
1,1,0.10023664670738175
1,1,0.6617055455497974
1,1,0.24722656921999708
0,1,0.7584045064743772
1,1,0.6919987683889077
0,1,0.12532655040730623
1,1,0.4524004607642864
1,1,0.8714062652707633
0,1,0.7820533826188575
1,1,0.2686892007543631
1,1,0.5349924720281309
1,1,0.8498011709080453
1,1,0.11995535239057309
1,1,0.9261211482120676
1,1,0.8449365057740242
1,1,0.9469188757876158
1,1,0.037566329419791544
1,1,0.680130225068948
1,1,0.7091564328222191
1,1,0.2911410024275982
1,1,0.02969814329151732
1,1,0.12004579205903632
1,1,0.31733321894899214
1,1,0.3391735561661592
1,1,0.3983906594017895
1,1,0.033201932119544364
1,1,0.893228465122627
0,1,0.31789992670984324
1,1,0.9445200160465201
1,1,0.3509295625214992
1,1,0.6444309052886559
1,1,0.9190950867372072
0,1,0.5911103504313167
1,1,0.4005297730085403
1,1,0.8293696685401758
0,1,0.9232615783174268
